代码,名称,现价,正股代码,正股名称,规模,剩余规模,转股起始日,最后交易日,到期日,转股价,强赎触发比,强赎触发价,正股价,强赎价,强赎天计数,强赎条款,强赎状态
123282,震裕转02,157.3,300953,震裕科技,18.8,18.8,2027-02-22,,2032-08-16,104.85,130,136.305,88.6,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123283,丰茂转债,100.0,301459,丰茂股份,6.075,6.075,2027-02-24,,2032-08-17,35.59,130,46.267,32.16,,0/15 | 30,在转股期内，如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123284,强达转债,100.0,301628,强达电路,5.5,5.5,2027-02-25,,2032-08-18,84.04,130,109.252,104.23,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113710,四方转债,100.0,603339,四方科技,10.234,10.234,2027-03-09,,2032-09-02,14.87,130,19.331,15.46,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
132024,26江铜EB,136.302,600362,江西铜业,50.0,50.0,2027-04-09,,2031-04-09,52.4,120,62.88,46.55,,0/15 | 30,在本期可交换债换股期内，如果江铜股份 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期换股价格的 120%（含 120%），公司有权按照本期可交换债面值加当期应计利息的价格赎回全部未换股的本期可交换债。本期可交换债的赎回期与换股期相同，即发行结束之日满十二个月后的第一个交易日起至可交换债到期日前一交易日止。,
118058,微导转债,377.705,688147,微导纳米,11.7,11.698,2026-02-12,,2031-08-06,33.29,130,43.277,115.35,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
123207,冠中转债,222.807,300948,冠中生态,4.0,1.455,2024-01-29,,2029-07-21,10.44,130,13.572,21.64,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
127070,大中转债,305.604,001203,大中矿业,15.2,9.342,2023-02-23,,2028-08-17,10.56,130,13.728,26.07,,0/15 | 30,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
118050,航宇转债,260.779,688239,航宇科技,6.67,6.597,2025-02-27,,2030-08-21,24.81,130,32.253,51.8,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,公告不强赎
123245,集智转债,312.0,300553,集智股份,2.546,1.537,2025-02-20,,2030-08-14,18.06,130,23.478,46.45,,0/15 | 30,如果公司 A 股股票在任意连续 30 个交易日中至少 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
118061,茂莱转债,180.422,688502,茂莱光学,5.625,5.622,2026-05-27,,2031-11-21,364.15,130,473.395,423.0,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
127096,泰坦转债,550.5,003036,泰坦股份,2.955,2.875,2024-05-06,,2029-10-25,13.2,130,17.16,56.5,,0/15 | 30,如果公司 A 股股票连续 30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,公告不强赎
123213,天源转债,278.5,301127,武汉天源,10.0,3.26,2024-02-05,,2029-07-28,7.1,130,9.23,17.15,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,公告不强赎
123247,万凯转债,200.797,301216,万凯新材,27.0,19.642,2025-02-24,,2030-08-16,11.15,130,14.495,19.23,,0/15 | 30,在本次可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%），,公告不强赎
111012,福新转债,335.84,605488,福莱新材,4.29,1.016,2023-07-10,,2029-01-04,11.11,130,14.443,28.3,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,公告不强赎
118062,天准转债,171.518,688003,天准科技,8.72,8.719,2026-06-18,,2031-12-12,55.13,120,66.156,76.63,,0/15 | 30,在转股期内，公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 120%（含 120%）；,公告不强赎
118051,皓元转债,287.641,688131,皓元医药,8.223,8.218,2025-06-04,,2030-11-28,40.22,130,52.286,92.11,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
113677,华懋转债,306.273,603306,华懋科技,10.5,10.489,2024-03-20,,2029-09-14,33.66,130,43.758,75.51,,0/15 | 30,如果公司股票连续 30 个交易日中至少有 15 个交易日的收盘价格高于当期转股价格的 130%（含 130%）；,公告不强赎
127088,赫达转债,172.979,002810,山东赫达,6.0,5.996,2024-01-08,,2029-07-03,16.61,130,21.593,21.04,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
111000,起帆转债,138.018,605222,起帆电缆,10.0,9.991,2021-11-29,,2027-05-24,17.29,130,22.477,21.18,,0/15 | 30,如果公司A股股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%(含130%),公告不强赎
118044,赛特转债,148.106,688398,赛特新材,4.42,4.42,2024-03-15,,2029-09-11,18.85,130,24.505,20.29,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
123255,鼎龙转债,358.641,300054,鼎龙股份,9.1,9.095,2025-10-09,,2031-04-02,28.38,130,36.894,68.73,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,公告不强赎
132026,G三峡EB2,136.695,600900,长江电力,100.0,94.986,2023-06-02,,2027-06-01,21.2,130,27.56,28.72,,0/15 | 30,在本期可交换债换股期内，如果长江电力 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期换股价格的 130%（含 130%），公司有权按照本期可交换债面值加当期应计利息的价格赎回全部未换股的本期可交换债。,公告不强赎
118064,联瑞转债,378.081,688300,联瑞新材,6.95,6.949,2026-07-14,,2032-01-08,63.05,130,81.965,177.05,,0/15 | 30,如果公司A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,公告不强赎
118056,路维转债,268.16,688401,路维光电,6.15,6.145,2025-12-17,,2031-06-11,35.29,130,45.877,64.92,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%,公告不强赎
127053,豪美转债,180.048,002988,豪美新材,8.24,2.575,2022-07-28,,2028-01-24,17.23,130,22.399,23.37,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
123241,欧通转债,844.0,300870,欧陆通,6.445,2.604,2025-01-13,,2030-07-05,30.8,130,40.04,194.55,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,公告不强赎
118060,瑞可转债,185.064,688800,瑞可达,10.0,9.999,2026-05-20,,2031-11-14,52.53,130,68.289,60.3,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
123131,奥飞转债,268.35,300738,奥飞数据,6.35,3.159,2022-06-09,,2027-12-03,10.05,130,13.065,19.95,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,公告不强赎
118059,颀中转债,193.803,688352,颀中科技,8.5,8.498,2026-05-07,,2031-11-03,13.7,130,17.81,17.54,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
127092,运机转债,306.824,001288,运机集团,7.3,5.249,2024-03-27,,2029-09-21,11.91,130,15.483,29.11,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,公告不强赎
123176,精测转2,441.363,300567,精测电子,12.76,12.753,2023-09-08,,2029-03-02,64.51,130,83.863,197.56,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130.00%（含）,公告不强赎
123158,宙邦转债,227.0,300037,新宙邦,19.7,18.046,2023-03-30,,2028-09-26,40.49,130,52.637,62.28,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
123187,超达转债,199.515,301186,超达装备,4.69,2.242,2023-10-11,,2029-04-04,21.77,130,28.301,36.1,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含）,公告不强赎
113691,和邦转债,148.046,603077,和邦生物,46.0,45.991,2025-05-06,,2030-10-28,2.0,130,2.6,2.35,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含）；,公告不强赎
127055,精装转债,179.789,002989,中天精装,5.77,2.081,2022-08-29,,2028-02-22,18.5,130,24.05,23.2,,0/15 | 30,"如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含
130%）",公告不强赎
118030,睿创转债,596.524,688002,睿创微纳,15.647,12.622,2023-07-06,,2028-12-30,38.66,130,50.258,180.25,,0/15 | 30,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
127037,银轮转债,549.4,002126,银轮股份,7.0,5.055,2021-12-13,,2027-06-07,10.27,130,13.351,43.07,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日 的收盘价格不低于当期转股价格的 130%(含 130%),公告不强赎
123259,锦浪转02,149.35,300763,锦浪科技,16.766,16.763,2026-04-23,,2031-10-17,72.41,130,94.133,57.88,,0/15 | 30,如果公司股票连续 30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,公告不强赎
110077,洪城转债,203.381,600461,洪城环境,18.0,5.837,2021-05-26,,2026-11-20,4.41,130,5.733,8.93,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),公告不强赎
113615,金诚转债,759.627,603979,金诚信,10.0,4.958,2021-06-29,,2026-12-23,11.12,130,14.456,78.84,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),公告不强赎
